shipment_id,origin,destination,distance_km,route_type,departure_hour,day_of_week,is_weekend,carrier_id,carrier_reliability_score,weather_severity,traffic_congestion,has_news_disruption,delay_probability,delayed
SHP-008118,Chennai,Hyderabad,686.4,highway,1,4,0,CARRIER_002,0.612,8.23,6.74,0,0.3218,1
SHP-008119,Pune,Bangalore,846.4,highway,18,6,1,CARRIER_018,0.5537,2.5,4.66,0,0.7228,1
SHP-008120,Bangalore,Delhi,2205.3,highway,3,0,0,CARRIER_001,0.6438,5.79,8.58,1,0.6846,1
SHP-008121,Jaipur,Lucknow,534.0,mixed,17,6,1,CARRIER_014,0.593,1.26,6.63,0,0.2433,0
SHP-008122,Chennai,Kolkata,1673.5,highway,21,6,1,CARRIER_016,0.8028,7.91,8.64,0,0.3737,0
SHP-008123,Mumbai,Kolkata,2003.0,highway,22,2,0,CARRIER_015,0.9895,2.61,3.35,0,0.2423,0
SHP-008124,Mumbai,Kolkata,2226.9,mixed,3,1,0,CARRIER_011,0.5727,4.61,3.41,1,0.2701,0
SHP-008125,Delhi,Chennai,2369.2,mixed,3,1,0,CARRIER_012,0.7661,3.32,6.1,1,0.4774,1
SHP-008126,Hyderabad,Pune,526.2,highway,1,6,1,CARRIER_011,0.7456,6.57,6.88,0,0.3092,0
SHP-008127,Pune,Bangalore,860.2,highway,19,0,0,CARRIER_016,0.8372,2.58,1.34,0,0.0953,0
SHP-008128,Ahmedabad,Indore,411.1,highway,4,0,0,CARRIER_002,0.5481,0.0,1.59,0,0.1935,1
SHP-008129,Mumbai,Ahmedabad,536.6,highway,9,0,0,CARRIER_018,0.609,5.26,8.33,0,0.432,1
SHP-008130,Bangalore,Chennai,323.7,highway,9,1,0,CARRIER_016,0.7899,9.75,5.74,0,0.5349,0
SHP-008131,Bangalore,Chennai,360.8,mixed,8,5,1,CARRIER_020,0.7431,8.31,2.29,0,0.1903,0
SHP-008132,Delhi,Chennai,2310.4,mixed,11,0,0,CARRIER_002,0.5991,9.93,3.33,0,0.624,1
SHP-008133,Guwahati,Patna,959.4,local,8,6,1,CARRIER_005,0.9263,4.45,8.18,1,0.818,1
SHP-008134,Delhi,Jaipur,280.8,local,5,2,0,CARRIER_005,0.9815,5.68,2.12,1,0.2918,0
SHP-008135,Mumbai,Kolkata,1892.7,local,9,3,0,CARRIER_009,0.8181,7.98,6.05,0,0.4831,0
SHP-008136,Guwahati,Patna,1075.3,highway,19,4,0,CARRIER_017,0.7584,3.37,5.09,0,0.1405,0
SHP-008137,Bangalore,Delhi,1982.1,mixed,2,5,1,CARRIER_016,0.8083,1.13,9.55,1,0.5002,0
SHP-008138,Pune,Delhi,1365.4,highway,23,4,0,CARRIER_014,0.5904,1.69,7.62,0,0.1874,1
SHP-008139,Hyderabad,Kolkata,1439.5,highway,9,0,0,CARRIER_008,0.7989,9.63,7.17,0,0.418,0
SHP-008140,Hyderabad,Pune,596.5,highway,6,5,1,CARRIER_002,0.5219,7.9,7.53,0,0.53,1
SHP-008141,Delhi,Chennai,2267.5,mixed,10,0,0,CARRIER_014,0.5394,2.89,9.47,0,0.4071,0
SHP-008142,Chennai,Hyderabad,567.9,local,22,3,0,CARRIER_002,0.5453,7.81,2.56,0,0.2536,1
SHP-008143,Pune,Bangalore,786.8,highway,19,6,1,CARRIER_005,0.9744,7.05,0.35,0,0.1849,0
SHP-008144,Indore,Bhopal,204.8,highway,19,3,0,CARRIER_009,0.7846,4.69,2.9,0,0.0562,0
SHP-008145,Indore,Bhopal,191.2,mixed,5,2,0,CARRIER_016,0.8475,0.23,9.12,0,0.0924,0
SHP-008146,Pune,Bangalore,760.4,highway,21,2,0,CARRIER_013,0.8551,7.28,6.99,0,0.132,0
SHP-008147,Chennai,Kolkata,1814.0,highway,16,5,1,CARRIER_003,0.4648,2.9,1.56,0,0.1981,1
SHP-008148,Hyderabad,Pune,520.9,mixed,1,4,0,CARRIER_005,1.0,2.72,3.4,0,0.0887,0
SHP-008149,Delhi,Kolkata,1503.1,local,10,5,1,CARRIER_017,0.6942,5.26,6.01,0,0.1937,1
SHP-008150,Mumbai,Delhi,1329.5,highway,20,6,1,CARRIER_012,0.8177,2.66,1.63,0,0.1206,0
SHP-008151,Bangalore,Delhi,2252.1,highway,12,4,0,CARRIER_014,0.5926,7.16,5.99,0,0.4753,0
SHP-008152,Pune,Bangalore,886.5,mixed,14,2,0,CARRIER_008,0.7388,2.92,0.74,0,0.0343,0
SHP-008153,Pune,Bangalore,822.7,highway,8,4,0,CARRIER_017,0.7284,8.07,7.27,0,0.3194,1
SHP-008154,Indore,Bhopal,201.2,mixed,0,2,0,CARRIER_012,0.7486,4.37,3.0,1,0.1,0
SHP-008155,Pune,Bangalore,908.7,mixed,21,1,0,CARRIER_002,0.5758,5.17,4.27,0,0.3067,0
SHP-008156,Ahmedabad,Indore,425.2,mixed,18,2,0,CARRIER_015,0.8736,0.35,0.14,0,0.0393,0
SHP-008157,Delhi,Kolkata,1474.5,highway,6,3,0,CARRIER_006,0.8056,0.2,6.45,0,0.0837,0
SHP-008158,Hyderabad,Pune,553.4,highway,5,1,0,CARRIER_017,0.7332,2.12,6.86,0,0.2077,0
SHP-008159,Pune,Delhi,1562.2,highway,12,2,0,CARRIER_013,0.9582,3.48,8.74,0,0.1864,0
SHP-008160,Jaipur,Lucknow,516.9,highway,19,3,0,CARRIER_004,0.4839,1.76,7.28,1,0.6787,1
SHP-008161,Hyderabad,Pune,506.6,highway,2,0,0,CARRIER_001,0.5911,5.02,6.76,0,0.2803,1
SHP-008162,Chennai,Hyderabad,592.9,highway,15,0,0,CARRIER_002,0.5308,6.01,4.21,0,0.2623,0
SHP-008163,Kolkata,Guwahati,1172.1,highway,20,5,1,CARRIER_005,0.988,8.03,0.73,0,0.2641,0
SHP-008164,Delhi,Jaipur,260.6,local,11,5,1,CARRIER_003,0.463,5.14,6.45,0,0.5943,0
SHP-008165,Delhi,Jaipur,268.0,highway,1,2,0,CARRIER_014,0.6221,3.67,0.22,1,0.0264,0
SHP-008166,Mumbai,Kolkata,2102.9,highway,0,0,0,CARRIER_004,0.5055,9.24,6.58,0,0.6338,1
SHP-008167,Bangalore,Chennai,327.9,highway,3,3,0,CARRIER_009,0.8188,4.36,0.75,0,0.0481,0
SHP-008168,Kolkata,Guwahati,1056.7,local,21,1,0,CARRIER_007,0.6652,2.81,0.59,1,0.1405,0
SHP-008169,Jaipur,Lucknow,566.2,highway,10,6,1,CARRIER_014,0.5288,0.76,5.67,0,0.1552,0
SHP-008170,Lucknow,Patna,501.2,mixed,3,0,0,CARRIER_001,0.5858,1.85,9.2,0,0.1741,0
SHP-008171,Hyderabad,Kolkata,1647.7,highway,21,3,0,CARRIER_009,0.7621,6.91,7.23,0,0.1417,0
SHP-008172,Pune,Delhi,1352.4,local,19,2,0,CARRIER_017,0.6597,1.98,7.0,0,0.1897,0
SHP-008173,Delhi,Jaipur,299.6,mixed,3,3,0,CARRIER_005,0.987,3.65,7.95,0,0.0557,0
SHP-008174,Lucknow,Patna,526.8,local,16,5,1,CARRIER_017,0.7269,0.27,4.61,0,0.0995,0
SHP-008175,Mumbai,Delhi,1296.2,local,7,1,0,CARRIER_004,0.4278,3.78,7.3,1,0.7329,0
SHP-008176,Indore,Bhopal,180.1,mixed,1,6,1,CARRIER_015,0.8812,6.48,4.78,0,0.1655,1
SHP-008177,Hyderabad,Pune,560.0,highway,1,6,1,CARRIER_006,0.847,2.19,9.5,0,0.2465,1
SHP-008178,Delhi,Kolkata,1456.1,highway,13,3,0,CARRIER_008,0.8426,0.04,7.12,0,0.0777,0
SHP-008179,Guwahati,Patna,937.5,mixed,20,2,0,CARRIER_011,0.5745,8.33,3.02,1,0.6581,1
SHP-008180,Hyderabad,Pune,611.4,mixed,23,1,0,CARRIER_015,1.0,7.21,3.65,0,0.1135,0
SHP-008181,Jaipur,Lucknow,565.8,local,16,5,1,CARRIER_011,0.5907,9.93,6.39,0,0.6998,0
SHP-008182,Bangalore,Chennai,380.0,highway,22,5,1,CARRIER_012,0.6775,1.36,4.75,1,0.2624,0
SHP-008183,Mumbai,Kolkata,1912.2,highway,5,3,0,CARRIER_006,0.9023,6.77,1.56,1,0.2417,0
SHP-008184,Delhi,Chennai,2042.0,mixed,3,4,0,CARRIER_014,0.5102,2.57,6.33,0,0.5902,0
SHP-008185,Ahmedabad,Indore,407.7,local,2,2,0,CARRIER_002,0.6342,5.02,6.19,0,0.4352,1
SHP-008186,Bangalore,Delhi,2051.0,highway,4,4,0,CARRIER_002,0.5248,7.47,0.17,0,0.2441,0
SHP-008187,Pune,Bangalore,787.1,highway,18,5,1,CARRIER_004,0.4898,1.68,3.82,0,0.3646,0
SHP-008188,Hyderabad,Pune,514.6,mixed,3,3,0,CARRIER_018,0.5038,4.65,7.33,0,0.2342,0
SHP-008189,Hyderabad,Pune,512.5,local,10,4,0,CARRIER_013,0.967,2.69,1.81,1,0.1568,0
SHP-008190,Mumbai,Ahmedabad,556.8,mixed,18,3,0,CARRIER_007,0.7112,1.55,8.52,0,0.1408,0
SHP-008191,Mumbai,Ahmedabad,506.9,highway,22,0,0,CARRIER_013,0.8701,7.23,5.68,1,0.3519,0
SHP-008192,Kolkata,Guwahati,1205.3,highway,3,0,0,CARRIER_006,0.8107,2.58,4.07,0,0.1433,0
SHP-008193,Mumbai,Ahmedabad,496.4,highway,4,1,0,CARRIER_015,0.9451,5.29,9.87,0,0.2374,1
SHP-008194,Ahmedabad,Indore,388.4,highway,1,1,0,CARRIER_008,0.7544,6.93,6.38,0,0.2881,0
SHP-008195,Bangalore,Chennai,341.2,highway,2,1,0,CARRIER_013,0.9713,4.43,9.26,0,0.1647,0
SHP-008196,Indore,Bhopal,195.0,highway,9,6,1,CARRIER_005,0.9643,1.33,9.99,0,0.109,0
SHP-008197,Kolkata,Guwahati,1181.5,highway,7,4,0,CARRIER_001,0.6139,0.12,4.59,0,0.192,1
SHP-008198,Guwahati,Patna,1056.3,highway,23,0,0,CARRIER_020,0.5906,3.82,3.62,0,0.1081,0
SHP-008199,Lucknow,Patna,478.1,mixed,10,6,1,CARRIER_014,0.4975,9.91,8.68,0,0.2992,1
SHP-008200,Pune,Delhi,1423.7,highway,7,2,0,CARRIER_013,0.9325,9.73,0.1,0,0.2412,0
SHP-008201,Pune,Bangalore,895.1,highway,11,6,1,CARRIER_013,0.9149,4.48,4.63,1,0.264,1
SHP-008202,Delhi,Jaipur,252.0,local,17,1,0,CARRIER_018,0.6099,4.16,6.44,0,0.205,0
SHP-008203,Ahmedabad,Indore,402.7,highway,8,0,0,CARRIER_001,0.6117,6.46,8.1,1,0.3482,1
SHP-008204,Guwahati,Patna,942.4,local,3,0,0,CARRIER_020,0.5877,8.33,6.85,0,0.4949,0
SHP-008205,Pune,Bangalore,825.3,mixed,10,2,0,CARRIER_010,0.563,5.78,0.2,0,0.0958,1
SHP-008206,Ahmedabad,Indore,393.6,local,14,6,1,CARRIER_012,0.8646,7.24,6.75,0,0.2424,0
SHP-008207,Jaipur,Lucknow,557.7,highway,7,3,0,CARRIER_019,0.7157,0.24,6.53,0,0.1693,0
SHP-008208,Kolkata,Guwahati,1186.2,mixed,13,0,0,CARRIER_017,0.7332,8.79,0.09,0,0.1749,0
SHP-008209,Kolkata,Guwahati,1108.0,mixed,7,2,0,CARRIER_008,0.6573,5.39,2.99,0,0.2837,0
SHP-008210,Pune,Delhi,1567.1,mixed,21,3,0,CARRIER_019,0.738,4.92,4.7,0,0.1914,0
SHP-008211,Guwahati,Patna,1034.9,highway,21,3,0,CARRIER_002,0.5373,2.16,6.33,0,0.2086,0
SHP-008212,Delhi,Kolkata,1455.3,local,17,5,1,CARRIER_004,0.5211,1.36,6.8,0,0.2351,0
SHP-008213,Chennai,Kolkata,1657.9,local,20,0,0,CARRIER_005,0.9537,3.68,5.44,0,0.4138,1
SHP-008214,Mumbai,Kolkata,2004.8,highway,2,0,0,CARRIER_006,0.7385,9.2,9.93,0,0.2766,0
SHP-008215,Delhi,Kolkata,1598.6,highway,15,5,1,CARRIER_014,0.529,5.59,6.86,0,0.5576,1
SHP-008216,Mumbai,Kolkata,1921.9,mixed,9,0,0,CARRIER_009,0.787,4.12,1.65,0,0.1931,0
SHP-008217,Ahmedabad,Indore,434.9,highway,18,4,0,CARRIER_018,0.5193,1.39,7.28,0,0.5015,0
SHP-008218,Pune,Delhi,1473.3,mixed,0,2,0,CARRIER_013,0.8606,0.62,2.15,1,0.1561,1
SHP-008219,Jaipur,Lucknow,582.7,mixed,4,2,0,CARRIER_013,0.9534,6.06,1.68,1,0.2812,1
SHP-008220,Lucknow,Patna,531.8,highway,5,1,0,CARRIER_016,0.7611,9.58,6.31,0,0.1027,1
SHP-008221,Kolkata,Guwahati,1112.0,highway,13,5,1,CARRIER_009,0.8192,4.48,5.15,0,0.3922,0
SHP-008222,Kolkata,Guwahati,1136.9,mixed,23,1,0,CARRIER_007,0.6453,2.37,9.47,1,0.4664,0
SHP-008223,Indore,Bhopal,201.0,highway,21,0,0,CARRIER_003,0.49,3.77,5.83,0,0.0586,0
SHP-008224,Bangalore,Delhi,2027.1,mixed,10,4,0,CARRIER_017,0.7184,5.1,5.22,0,0.1878,0
SHP-008225,Hyderabad,Kolkata,1524.7,highway,0,1,0,CARRIER_005,0.9842,7.54,1.36,0,0.1386,0
SHP-008226,Delhi,Chennai,2116.6,highway,20,1,0,CARRIER_014,0.649,4.53,8.62,0,0.525,0
SHP-008227,Indore,Bhopal,200.3,highway,13,1,0,CARRIER_016,0.7537,9.27,3.17,0,0.1733,0
SHP-008228,Lucknow,Patna,535.1,highway,0,4,0,CARRIER_008,0.7737,6.41,4.17,1,0.1625,0
SHP-008229,Kolkata,Guwahati,1029.5,mixed,15,5,1,CARRIER_004,0.5499,1.21,5.03,0,0.1457,0
SHP-008230,Delhi,Chennai,2282.3,highway,21,6,1,CARRIER_014,0.6252,1.14,9.56,0,0.455,0
SHP-008231,Kolkata,Guwahati,1090.5,highway,20,6,1,CARRIER_007,0.6217,5.51,2.59,0,0.2294,0
SHP-008232,Delhi,Jaipur,282.9,local,21,1,0,CARRIER_018,0.5613,8.03,6.85,0,0.4859,1
SHP-008233,Hyderabad,Kolkata,1551.8,mixed,23,1,0,CARRIER_009,0.8528,5.33,7.06,0,0.0638,0
SHP-008234,Ahmedabad,Indore,412.2,highway,15,1,0,CARRIER_007,0.6798,8.04,0.25,0,0.3568,1
SHP-008235,Chennai,Hyderabad,661.4,mixed,14,1,0,CARRIER_015,0.9637,0.8,3.92,0,0.061,0
SHP-008236,Hyderabad,Kolkata,1412.0,highway,2,0,0,CARRIER_008,0.8365,3.29,0.41,0,0.1109,0
SHP-008237,Chennai,Kolkata,1530.6,mixed,15,4,0,CARRIER_016,0.82,0.48,1.45,0,0.1204,0
SHP-008238,Kolkata,Guwahati,1137.2,mixed,21,0,0,CARRIER_014,0.5694,3.56,0.78,0,0.2356,0
SHP-008239,Lucknow,Patna,502.0,mixed,19,0,0,CARRIER_018,0.5355,5.69,2.53,0,0.3747,0
SHP-008240,Jaipur,Lucknow,526.1,local,21,2,0,CARRIER_009,0.7849,9.26,6.94,0,0.28,1
SHP-008241,Mumbai,Kolkata,1898.8,mixed,4,5,1,CARRIER_002,0.5491,4.6,1.48,0,0.1117,0
SHP-008242,Chennai,Kolkata,1597.8,highway,4,3,0,CARRIER_004,0.5644,3.75,3.95,0,0.2575,0
SHP-008243,Lucknow,Patna,582.1,mixed,20,2,0,CARRIER_001,0.6487,6.8,5.73,0,0.3961,1
SHP-008244,Delhi,Chennai,2030.6,mixed,22,1,0,CARRIER_018,0.5784,7.18,2.04,0,0.359,0
SHP-008245,Ahmedabad,Indore,383.9,highway,12,4,0,CARRIER_005,0.9199,1.71,2.58,0,0.0161,0
SHP-008246,Hyderabad,Kolkata,1626.2,mixed,21,2,0,CARRIER_005,1.0,7.01,5.56,0,0.5351,1
SHP-008247,Pune,Bangalore,917.8,mixed,16,6,1,CARRIER_013,0.8647,5.4,7.0,0,0.2122,0
SHP-008248,Chennai,Hyderabad,595.8,mixed,4,0,0,CARRIER_005,0.9554,5.09,4.76,0,0.2007,0
SHP-008249,Pune,Bangalore,903.9,highway,12,5,1,CARRIER_020,0.7352,9.81,3.63,0,0.149,0
SHP-008250,Chennai,Kolkata,1540.1,mixed,9,4,0,CARRIER_018,0.6134,7.71,8.5,0,0.7353,1
SHP-008251,Indore,Bhopal,205.2,highway,18,2,0,CARRIER_010,0.5453,8.15,8.33,0,0.5899,1
SHP-008252,Hyderabad,Pune,505.5,mixed,8,2,0,CARRIER_013,0.8492,8.21,2.72,0,0.1885,0
SHP-008253,Mumbai,Delhi,1373.9,highway,4,6,1,CARRIER_008,0.7678,6.48,7.16,0,0.5848,0
SHP-008254,Lucknow,Patna,503.2,local,11,5,1,CARRIER_009,0.7683,0.26,6.24,0,0.1946,0
SHP-008255,Bangalore,Delhi,2237.7,highway,11,0,0,CARRIER_010,0.5144,3.68,0.7,0,0.2855,1
SHP-008256,Jaipur,Lucknow,514.8,mixed,21,3,0,CARRIER_008,0.7403,7.67,0.63,0,0.1348,0
SHP-008257,Ahmedabad,Indore,397.2,highway,0,5,1,CARRIER_009,0.6598,1.8,0.0,0,0.0571,0
SHP-008258,Delhi,Chennai,2265.8,mixed,20,2,0,CARRIER_004,0.5497,9.57,1.46,0,0.6706,1
SHP-008259,Lucknow,Patna,482.0,mixed,5,4,0,CARRIER_014,0.6043,0.07,1.19,0,0.0774,1
SHP-008260,Pune,Delhi,1565.2,highway,4,4,0,CARRIER_002,0.6285,5.58,1.02,0,0.083,0
SHP-008261,Indore,Bhopal,189.6,mixed,10,2,0,CARRIER_019,0.7816,0.85,4.03,0,0.0725,0
SHP-008262,Mumbai,Kolkata,1912.8,local,13,0,0,CARRIER_019,0.7415,7.6,7.22,0,0.5997,1
SHP-008263,Delhi,Chennai,2060.3,highway,22,0,0,CARRIER_005,1.0,6.17,4.58,0,0.3707,0
SHP-008264,Indore,Bhopal,188.7,highway,12,4,0,CARRIER_001,0.6048,4.05,5.52,1,0.6055,0
SHP-008265,Delhi,Kolkata,1409.5,highway,3,5,1,CARRIER_010,0.5215,1.01,3.36,0,0.25,0
SHP-008266,Pune,Bangalore,841.8,highway,10,2,0,CARRIER_002,0.5506,4.52,6.58,0,0.1571,0
SHP-008267,Bangalore,Chennai,359.3,local,22,3,0,CARRIER_009,0.8177,3.5,3.31,0,0.1171,0
SHP-008268,Lucknow,Patna,522.9,local,17,3,0,CARRIER_016,0.7517,1.88,3.1,1,0.5037,0
SHP-008269,Bangalore,Chennai,344.9,highway,5,6,1,CARRIER_007,0.6018,1.84,9.45,0,0.1676,0
SHP-008270,Lucknow,Patna,559.9,mixed,15,3,0,CARRIER_018,0.5482,8.47,4.39,0,0.3059,0
SHP-008271,Kolkata,Guwahati,1056.2,highway,17,3,0,CARRIER_001,0.6605,3.29,4.47,0,0.1657,0
SHP-008272,Mumbai,Delhi,1434.4,mixed,6,3,0,CARRIER_015,0.9047,0.99,0.73,0,0.0538,0
SHP-008273,Bangalore,Chennai,377.5,mixed,12,0,0,CARRIER_011,0.7705,1.58,9.21,0,0.1233,0
SHP-008274,Lucknow,Patna,500.5,mixed,8,4,0,CARRIER_005,0.9628,6.61,3.69,1,0.3753,0
SHP-008275,Delhi,Kolkata,1536.0,local,4,6,1,CARRIER_009,0.8347,3.7,6.8,0,0.3391,1
SHP-008276,Hyderabad,Kolkata,1634.4,highway,21,0,0,CARRIER_006,0.742,0.56,6.71,0,0.0588,0
SHP-008277,Delhi,Chennai,2193.0,mixed,7,0,0,CARRIER_013,0.9324,0.55,8.86,0,0.4245,0
SHP-008278,Mumbai,Kolkata,2245.5,mixed,7,3,0,CARRIER_020,0.6466,0.59,8.79,0,0.4959,1
SHP-008279,Hyderabad,Pune,538.7,mixed,2,5,1,CARRIER_011,0.6382,7.37,1.54,0,0.2587,0
SHP-008280,Delhi,Chennai,2208.0,highway,10,0,0,CARRIER_015,0.9963,8.5,1.09,0,0.3969,0
SHP-008281,Indore,Bhopal,187.6,local,15,5,1,CARRIER_013,0.8845,8.45,8.89,0,0.5765,0
SHP-008282,Chennai,Hyderabad,567.5,highway,23,1,0,CARRIER_017,0.6696,5.46,2.74,1,0.3859,0
SHP-008283,Mumbai,Delhi,1539.2,local,18,1,0,CARRIER_012,0.7051,3.92,8.36,0,0.5026,1
SHP-008284,Lucknow,Patna,502.4,mixed,20,1,0,CARRIER_009,0.8058,3.17,4.07,0,0.1567,0
SHP-008285,Delhi,Chennai,2386.3,highway,23,3,0,CARRIER_003,0.5575,7.45,3.49,0,0.2388,1
SHP-008286,Mumbai,Delhi,1442.8,highway,16,4,0,CARRIER_016,0.7962,8.08,1.78,1,0.3365,0
SHP-008287,Delhi,Kolkata,1621.2,highway,20,3,0,CARRIER_018,0.5048,9.39,9.73,0,0.35,0
SHP-008288,Chennai,Hyderabad,688.9,highway,7,4,0,CARRIER_020,0.7711,9.85,0.64,0,0.1475,1
SHP-008289,Lucknow,Patna,537.2,highway,17,5,1,CARRIER_015,0.9852,7.05,5.24,0,0.4977,0
SHP-008290,Jaipur,Lucknow,627.0,highway,15,5,1,CARRIER_008,0.7845,1.92,7.19,0,0.2227,0
SHP-008291,Pune,Bangalore,884.9,highway,10,5,1,CARRIER_015,0.8359,9.62,4.18,0,0.2842,0
SHP-008292,Delhi,Jaipur,281.3,local,15,3,0,CARRIER_007,0.7334,1.23,2.96,0,0.0556,0
SHP-008293,Delhi,Kolkata,1546.5,mixed,17,1,0,CARRIER_018,0.6259,2.79,1.57,0,0.0848,0
SHP-008294,Mumbai,Delhi,1314.4,highway,9,5,1,CARRIER_001,0.645,8.32,1.95,0,0.2579,0
SHP-008295,Delhi,Kolkata,1353.3,highway,20,4,0,CARRIER_018,0.629,5.15,9.45,0,0.2588,0
SHP-008296,Guwahati,Patna,941.8,mixed,0,6,1,CARRIER_015,0.8873,2.44,4.13,0,0.0261,0
SHP-008297,Delhi,Chennai,2151.6,highway,7,4,0,CARRIER_018,0.5211,5.24,0.33,0,0.4235,0
SHP-008298,Pune,Bangalore,794.3,highway,8,0,0,CARRIER_005,0.9775,7.7,3.91,0,0.2783,1
SHP-008299,Delhi,Kolkata,1504.2,highway,19,3,0,CARRIER_011,0.561,2.74,6.11,0,0.347,1
SHP-008300,Pune,Bangalore,866.5,mixed,12,5,1,CARRIER_006,0.7589,5.01,6.18,0,0.3512,0
SHP-008301,Chennai,Kolkata,1711.7,highway,22,6,1,CARRIER_015,0.9392,2.87,0.94,0,0.1312,0
SHP-008302,Mumbai,Ahmedabad,571.7,mixed,22,2,0,CARRIER_013,0.9151,3.98,2.61,1,0.2008,0
SHP-008303,Jaipur,Lucknow,623.2,highway,11,6,1,CARRIER_014,0.4931,2.12,7.35,1,0.4136,1
SHP-008304,Lucknow,Patna,571.4,highway,17,1,0,CARRIER_015,0.8916,7.08,9.86,0,0.5997,1
SHP-008305,Kolkata,Guwahati,1126.4,highway,5,2,0,CARRIER_001,0.573,3.14,5.12,0,0.1092,0
SHP-008306,Pune,Bangalore,790.6,mixed,2,6,1,CARRIER_009,0.7727,5.07,0.86,0,0.2376,1
SHP-008307,Jaipur,Lucknow,620.6,local,11,1,0,CARRIER_006,0.7845,8.05,8.75,0,0.2598,0
SHP-008308,Jaipur,Lucknow,532.9,local,7,1,0,CARRIER_019,0.8136,1.42,4.37,0,0.0864,0
SHP-008309,Mumbai,Kolkata,1907.1,mixed,17,5,1,CARRIER_011,0.6308,6.62,7.34,0,0.3544,0
SHP-008310,Ahmedabad,Indore,385.4,local,12,6,1,CARRIER_004,0.4923,3.31,2.45,0,0.0795,0
SHP-008311,Delhi,Kolkata,1522.1,highway,3,0,0,CARRIER_008,0.7583,4.88,8.72,0,0.3292,0
SHP-008312,Mumbai,Delhi,1450.8,mixed,10,5,1,CARRIER_011,0.5526,7.16,2.67,0,0.2179,0
SHP-008313,Pune,Bangalore,758.2,highway,9,4,0,CARRIER_007,0.6493,9.24,6.94,0,0.5104,0
SHP-008314,Pune,Delhi,1530.6,local,0,6,1,CARRIER_013,0.9272,8.61,4.01,0,0.6907,1
SHP-008315,Mumbai,Delhi,1309.0,mixed,13,3,0,CARRIER_016,0.8039,9.0,3.66,0,0.2216,0
SHP-008316,Delhi,Kolkata,1438.9,highway,22,4,0,CARRIER_013,0.9377,0.5,1.91,0,0.0826,0
SHP-008317,Guwahati,Patna,954.8,highway,21,1,0,CARRIER_012,0.7998,4.21,8.39,0,0.3459,1
SHP-008318,Jaipur,Lucknow,550.9,local,21,4,0,CARRIER_014,0.6721,8.01,4.41,0,0.3566,1
SHP-008319,Mumbai,Ahmedabad,557.6,highway,21,2,0,CARRIER_006,0.758,8.11,4.16,0,0.2299,0
SHP-008320,Mumbai,Ahmedabad,481.3,highway,22,2,0,CARRIER_013,0.9148,4.2,1.11,0,0.0272,0
SHP-008321,Guwahati,Patna,929.9,local,2,1,0,CARRIER_002,0.5753,2.85,1.43,0,0.1661,0
SHP-008322,Lucknow,Patna,479.4,highway,10,2,0,CARRIER_016,0.7763,5.49,3.7,0,0.1936,0
SHP-008323,Indore,Bhopal,205.9,highway,13,1,0,CARRIER_008,0.7463,7.47,0.43,0,0.3083,0
SHP-008324,Delhi,Jaipur,307.1,local,20,5,1,CARRIER_017,0.76,6.92,5.99,0,0.3104,0
SHP-008325,Lucknow,Patna,546.9,highway,8,2,0,CARRIER_006,0.8346,2.51,1.87,0,0.2019,1
SHP-008326,Hyderabad,Kolkata,1527.0,highway,17,2,0,CARRIER_020,0.6171,0.0,7.27,0,0.1607,0
SHP-008327,Kolkata,Guwahati,1189.8,mixed,18,6,1,CARRIER_011,0.5488,8.86,6.47,0,0.7329,1
SHP-008328,Chennai,Hyderabad,599.1,highway,12,3,0,CARRIER_019,0.7394,4.45,4.72,0,0.091,0
SHP-008329,Hyderabad,Pune,511.4,highway,5,4,0,CARRIER_006,0.7808,8.32,2.02,0,0.1858,0
SHP-008330,Indore,Bhopal,195.4,mixed,1,6,1,CARRIER_011,0.6688,8.71,7.74,1,0.4951,0
SHP-008331,Mumbai,Delhi,1332.9,highway,10,6,1,CARRIER_015,0.8658,9.39,9.92,0,0.548,1
SHP-008332,Mumbai,Ahmedabad,524.8,mixed,4,2,0,CARRIER_015,0.9031,3.53,7.11,0,0.1356,0
SHP-008333,Mumbai,Kolkata,2032.1,local,15,3,0,CARRIER_006,0.7291,6.6,7.26,0,0.4812,1
SHP-008334,Mumbai,Delhi,1349.3,local,5,5,1,CARRIER_009,0.7196,5.96,1.96,0,0.2241,0
SHP-008335,Chennai,Kolkata,1655.5,highway,21,3,0,CARRIER_005,0.9311,1.64,4.03,0,0.1054,1
SHP-008336,Pune,Bangalore,819.9,highway,21,1,0,CARRIER_014,0.5497,4.37,0.83,0,0.1528,0
SHP-008337,Chennai,Hyderabad,581.2,mixed,20,3,0,CARRIER_009,0.7562,4.31,0.82,0,0.0761,0
SHP-008338,Lucknow,Patna,568.9,highway,15,0,0,CARRIER_001,0.647,1.91,4.47,0,0.0652,0
SHP-008339,Indore,Bhopal,202.8,mixed,2,6,1,CARRIER_006,0.7294,3.75,2.5,1,0.1717,0
SHP-008340,Jaipur,Lucknow,517.7,mixed,23,4,0,CARRIER_008,0.7672,4.36,6.46,0,0.2677,1
SHP-008341,Hyderabad,Kolkata,1384.7,mixed,1,1,0,CARRIER_012,0.7525,8.0,9.32,1,0.6117,0
SHP-008342,Chennai,Kolkata,1526.0,highway,13,3,0,CARRIER_019,0.6916,8.58,4.29,0,0.5407,0
SHP-008343,Mumbai,Ahmedabad,483.5,mixed,19,0,0,CARRIER_020,0.6812,7.17,1.26,0,0.1854,0
